Day,sales,invest_radio_updated,invst_television_updated,invst_newpaper,invst_bb,invst_bus_taxi,competition
3113,15793168,1888292.16,503351,158727.68,2538580.88,21494.98176,477686
3114,4233824,508551.88,539537,43376.24,684044.84,6468.64768,3057599
3115,15828640,1892430.8,530917,159441.4,2548278.4,21908.8048,5943048
3116,15690008,1873751.96,426669,157606.08,2523088.28,21995.81056,5779431
3117,6406596,764073.52,517267,64946.96,1039166.36,9210.70672,6243328
3118,9539131,1140162.72,488086,96394.31,1533769.96,13854.65292,3747630
3119,16784347,1999330.64,565443,168166.47,2694529.52,22693.33804,2597421
3120,13278524,1581868.88,545936,133413.24,2131979.84,18329.65168,5571917
3121,16449367,1972126.04,447382,164825.67,2640627.72,22802.16444,936317
3122,13570996,1617946.52,454264,136885.96,2178725.36,19369.71472,2854445
3123,10117613,1211884.56,430929,102119.13,1629611.08,14358.24916,5076640
3124,14861485,1777169.2,450862,149169.85,2382197.6,20410.1602,316026
3125,894852,99850.24,511802,9905.52,150989.32,1840.20464,6568884
3126,10666733,1278110.96,556599,107470.33,1718759.28,14734.08756,6665511
3127,2141826,256296.12,410675,21781.26,356312.16,4050.21032,1189187
3128,6812046,802307.52,416449,68879.46,1097870.36,9751.90072,5129360
3129,11416128,1364093.36,510786,115271.28,1835838.48,15941.28896,2363542
3130,15945055,1914841.6,556545,159805.55,2558398.8,22065.4726,186677
3131,15581429,1863232.48,454021,156742.29,2507371.64,21213.48628,1088900
3132,8436283,1007573.96,534772,85283.83,1356266.28,11826.89356,5176873
3133,9505171,1139948.52,437403,96010.71,1533222.36,13059.82572,490051
3134,3349856,399540.72,499397,34536.56,546766.96,5874.80992,2344969
3135,12531198,1494327.76,525342,126082.98,2010169.68,17987.18136,940830
3136,6202579,742798.48,543916,62768.79,998642.64,8742.40428,193042
3137,7449398,893034.76,560297,75366.98,1197888.68,10993.20536,5153785
3138,1953624,224843.88,510367,20362.24,321094.84,3865.78368,2275037
3139,11708421,1396930.52,414970,117551.21,1888963.36,16048.11572,1328433
3140,6610706,786855.72,543099,66723.06,1068804.96,9452.13192,5208882
3141,1470722,175416.64,545206,15497.22,248599.52,2728.35304,2046475
3142,10292000,1223648,490453,103663,1655704,14299.44,6148089
3143,13852783,1655149.96,400279,139291.83,2229935.28,19349.67356,6245861
3144,871941,90984.92,417771,9182.41,153373.56,2236.96212,1927802
3145,6663084,794775.08,412406,67257.84,1077346.44,10188.27088,4051787
3146,9146581,1092203.72,492518,92658.81,1471034.96,12886.48692,1843158
3147,4360039,520957.68,481419,44110.39,710411.24,6403.25148,1991271
3148,11846905,1409967.6,419281,119120.05,1899615.8,17048.9146,1954538
3149,9610527,1152183.24,419717,96567.27,1546558.32,14017.89564,4405942
3150,9425075,1129965,431739,94934.75,1523648,13455.099,1388889
3151,2417660,279004.2,497205,24913.6,392111.6,4297.3112,5294919
3152,10080638,1208159.56,501827,101484.38,1627349.08,14583.44216,5329993
3153,576076,58105.12,509634,6156.76,104142.16,1461.42032,4868599
3154,5667740,677669.8,405796,57382.4,922794.4,7962.4168,2682562
3155,7292285,864706.2,441312,73324.85,1182307.6,10374.8162,1050644
3156,3991923,475599.76,539317,40746.23,650306.68,6141.33836,1257312
3157,8467412,1003925.44,502482,85474.12,1363681.92,12363.98384,3074753
3158,13762772,1641535.64,480041,138375.72,2211808.52,19017.85904,1497063
3159,2382723,287491.76,523724,24283.23,386388.68,3928.19436,4840693
3160,726130,72909.6,519887,8207.3,123536.8,2241.4916,3311747
3161,1955408,227495.96,476313,20035.08,319767.28,3223.13856,4439155
3162,9763060,1159624.2,417403,98334.6,1577093.6,13682.2392,6200594
3163,16622264,1994106.68,458800,166770.64,2670046.24,23313.38848,5296121
3164,10759821,1282315.52,498179,108433.21,1726787.36,15424.96372,1312904
3165,8994918,1066062.16,525461,90913.18,1448949.88,12664.29176,2092480
3166,7772401,932503.12,479002,78749.01,1255408.16,11653.56932,5648811
3167,12742829,1518109.48,539275,127791.29,2045522.64,17298.53428,1681370
3168,12728414,1522603.68,425580,128115.14,2044745.24,17874.50648,5927483
3169,16786200,2014981,475556,168280,2696911,22845.784,6422558
3170,9151994,1088350.28,441621,92124.94,1473152.04,13141.63208,3380096
3171,8861552,1054767.24,430405,89374.52,1432738.32,12884.24864,5877705
3172,14840210,1766745.2,489346,148840.1,2381236.6,20365.0772,5603538
3173,2602480,309801.6,412393,26902.8,432331.8,4470.2736,3335378
3174,11247583,1344591.96,499364,113409.83,1809816.28,15391.80956,4940499
3175,2838776,339624.12,457954,29243.76,461722.16,4712.18432,4098193
3176,10759985,1290787.2,417073,108360.85,1732504.6,14714.1802,2157039
3177,1549453,185833.36,563353,15972.53,255774.48,3484.27796,1221329
3178,13320805,1597189.6,520467,133900.05,2143806.8,18881.4626,3097885
3179,12513217,1498554.04,536022,125797.17,2013193.72,17771.44644,2789740
3180,8502032,1019595.84,490350,86129.32,1374314.12,12523.68224,452490
3181,1370972,161516.64,504211,14487.72,227078.52,2699.68304,2649501
3182,2585602,313451.24,506820,26723.02,420834.32,4209.99464,2748508
3183,5921833,708178.96,460854,59797.33,956991.28,8956.81956,5061811
3184,7423294,882312.28,415425,75070.94,1198644.04,11010.74808,1960822
3185,962411,104629.32,550014,10043.11,159275.76,2386.38252,2736523
3186,12534353,1505370.36,500774,126049.53,2017575.48,17044.34596,4505069
3187,7906336,943289.32,529048,80049.36,1279064.76,11910.36352,3409519
3188,3556607,421290.84,538131,36649.07,575467.12,5391.72124,6505638
3189,13354193,1592113.16,450612,134672.93,2152077.88,18925.53476,5239769
3190,16595715,1992266.8,567937,167058.15,2670825.4,22986.3438,5550860
3191,13927665,1672203.8,442085,140405.65,2235173.4,18917.5178,1358020
3192,3315130,391542.6,530695,33990.3,545149.8,5154.9716,6115615
3193,6438455,767496.6,480331,65349.55,1037803.8,9891.7606,3540039
3194,13018958,1563261.96,411359,130742.58,2089486.28,18224.02456,4175517
3195,5718019,684181.28,408636,58161.19,920329.04,8024.78508,6915851
3196,16960592,2027218.04,462907,170735.92,2723168.72,22802.98144,2733963
3197,14707433,1766136.96,556359,147966.33,2358334.28,20722.81156,6212081
3198,10547924,1256928.88,477278,106551.24,1693698.84,15047.25968,2113231
3199,868681,101902.72,437447,9482.81,146284.96,2121.65892,4413185
3200,7243352,861295.24,459583,73125.52,1172808.32,10317.22464,3105608
3201,3605793,428563.16,444466,36626.93,586454.88,5678.64676,2937525
3202,8100972,961133.64,499106,82208.72,1306431.52,11766.28304,3782698
3203,4434677,529299.24,403202,44773.77,713998.32,6340.77364,2201405
3204,14714799,1765446.88,453450,147902.99,2359117.84,20822.53468,3498807
3205,10931073,1297764.76,555610,110176.73,1755874.68,14963.01636,583929
3206,2778742,324334.04,423422,28623.42,449207.72,4539.93944,1559762
3207,9476605,1140284.6,523813,95685.05,1531081.8,13807.1186,2348177
3208,8866347,1056933.64,447450,89057.47,1424495.52,12705.57804,4242611
3209,12940054,1551307.48,486758,130439.54,2080394.64,17938.87128,374785
3210,12563656,1509411.72,402136,126626.56,2018266.96,18062.02592,6602917
3211,9981094,1198194.28,464940,100807.94,1604437.04,14613.04408,2515803
3212,8303967,987677.04,442949,83382.67,1334400.72,11477.23644,1112319
3213,12805636,1527553.32,428804,129034.36,2056855.76,17735.43952,3258397
3214,12819005,1532319.6,547400,129039.05,2060341.8,18218.0866,4906319
3215,6816992,815610.04,514143,68556.92,1105641.72,9993.42944,4296985
3216,764300,88275,450503,8787,128426,1437.876,4416017
3217,13856085,1655058.2,549264,139220.85,2232327.6,19541.0322,3054414
3218,8526856,1023333.72,520371,85833.56,1370150.96,12216.44992,1193388
3219,1749406,195978.72,501928,18693.06,291552.96,2855.21592,3889621
3220,5767598,688683.76,534505,58709.98,938619.68,9011.22936,503873
3221,11163514,1331645.68,475144,112821.14,1792419.24,15900.83848,4155386
3222,10937574,1309733.88,415340,110014.74,1761446.84,15287.59768,3989714
3223,13798813,1659312.56,420465,138577.13,2214236.08,18706.43316,301449
3224,4444772,523328.64,497255,44942.72,717276.52,6749.09904,891366
3225,4155965,489347.8,486123,42310.65,677088.4,5897.8738,4524873
3226,14306586,1715392.32,498340,144096.86,2293192.76,19291.69352,4998881
3227,15009644,1788338.28,523661,150462.44,2411771.04,21121.73008,168287
3228,14716607,1757018.84,549455,147914.07,2359671.12,20703.92124,881456
3229,11652934,1399639.08,566038,117705.34,1876266.44,15887.87288,1264271
3230,16095570,1926733.4,547676,161860.7,2586543.2,22618.1524,710960
3231,4302144,505136.28,445751,43573.44,697679.04,6480.83008,5641570
3232,1493917,174283.04,411276,15524.17,247452.72,3038.97044,659887
3233,168940,14658.8,562855,2409.4,40877.4,760.0008,3258041
3234,6245467,746964.04,500438,63555.67,1010948.72,9246.01644,5265020
3235,16959678,2022248.36,450747,170475.78,2728166.48,22846.77496,6455996
3236,9210427,1100166.24,534173,93279.27,1487813.32,13256.76364,4080400
3237,220160,23776.2,446042,2572.6,47919.6,718.6112,5180407
3238,13291196,1589508.52,518324,133437.96,2140523.36,18129.37872,6048409
3239,11711372,1393259.64,563335,118025.72,1879261.52,16618.01104,3351064
3240,3777629,447114.48,556483,38599.29,620241.64,6481.47028,2542807
3241,5152511,611878.32,465466,52709.11,830531.76,7382.31452,771736
3242,823227,100067.24,558073,8913.27,137714.32,2546.65964,3829991
3243,1544471,181721.52,543121,16530.71,258591.36,2590.70172,752674
3244,14790509,1774043.08,500584,149075.09,2375123.44,20770.47188,1575042
3245,1799807,215725.84,487778,18736.07,296755.12,3483.74524,3171022
3246,1241208,139737.96,569066,12995.08,206056.28,2809.39456,3934079
3247,5768520,685022.4,511353,58753.2,933538.2,8272.4464,5716803
3248,14416196,1728505.52,519127,144584.96,2318691.36,20210.37872,1955372
3249,14857614,1781137.68,449257,148974.14,2382423.24,20832.05048,4784872
3250,2730980,327106.6,412838,28163.8,444205.8,4285.8936,4772805
3251,13951492,1662966.04,520627,140709.92,2245874.72,19518.96944,2984721
3252,4476906,524866.72,424092,45073.06,722116.96,6319.51592,4187456
3253,1874787,221604.44,442825,19606.87,311754.92,3943.71884,6365965
3254,4561657,534857.84,477717,46486.57,741821.12,6786.38724,2756232
3255,6895722,825834.64,526043,70008.22,1110873.52,9558.35304,6995496
3256,16685991,1996334.92,414423,167479.91,2677110.56,22477.50812,695972
3257,15280173,1828456.76,452536,153144.73,2451243.68,21168.82836,5224143
3258,9236438,1103568.56,542459,92837.38,1489570.08,12882.09816,3754636
3259,8573612,1020526.44,440499,86246.12,1378490.92,12006.16784,4563930
3260,4436178,518473.36,520238,44760.78,724823.48,6345.75496,3143310
3261,7254745,858793.4,487186,73587.45,1174798.2,10748.2634,3854410
3262,3783915,445624.8,525661,38178.15,618210.4,6387.7678,3484006
3263,6225949,741811.88,569867,63039.49,1007050.84,8761.25268,5668873
3264,6122483,723646.96,569758,62052.83,989128.28,9080.67756,2542962
3265,13363218,1601478.16,529391,134210.18,2146115.88,18182.44776,2372067
3266,4005098,481987.76,426928,41114.98,645792.68,6731.72936,2542142
3267,7246305,857244.6,456516,73475.05,1172816.8,10161.1226,1474712
3268,952606,101286.72,499943,10701.06,167872.96,2283.43992,1935997
3269,8356635,992355.2,547202,84296.35,1349829.6,12368.7582,5258520
3270,14385048,1719488.76,566713,144236.48,2308585.68,19626.26336,6236874
3271,1660633,202348.96,420533,16934.33,278442.28,3355.03556,6464317
3272,8870890,1057268.8,535885,89147.9,1427527.4,13108.5748,2810248
3273,14481120,1735895.4,542816,145913.2,2330661.2,19540.0784,2691991
3274,12365506,1482378.72,456520,124544.06,1988608.96,17171.46792,4774629
3275,11808505,1406919.6,458360,119086.05,1893824.8,16822.2266,445358
3276,1605971,195298.52,518522,16439.71,264859.36,2588.88172,3213831
3277,15353110,1842697.2,440983,154371.1,2470252.6,21495.1052,5834374
3278,13549460,1618005.2,445134,136077.6,2173158.6,18695.2872,4025176
3279,9065308,1084359.96,411477,91100.08,1463700.28,12417.20656,3085797
3280,7705973,922230.76,462497,78243.73,1245829.68,10753.88436,1755955
3281,3493101,414393.12,427539,35493.01,574020.16,5118.89332,1269717
3282,1574126,187947.12,475963,16856.26,264061.16,2838.84632,336924
3283,9412292,1122242.04,473708,94989.92,1521093.72,12850.22544,3169112
3284,13184852,1578194.24,407805,132417.52,2120989.32,18729.00464,3868649
3285,12750361,1520808.32,550613,128354.61,2045244.76,18219.47652,2189523
3286,3636733,427744.96,466951,37239.33,593996.28,6112.48756,6905421
3287,2867343,339550.16,538953,29078.43,473658.88,4323.89276,4021732
3288,12332510,1481310.2,444562,123774.1,1989153.6,16995.9132,4976486
3289,15875218,1892829.16,484786,159772.18,2549372.88,21469.28776,2398665
3290,8567033,1027500.96,433172,86436.33,1380559.28,12585.48356,5514874
3291,8712990,1040861.8,503365,87824.9,1401248.4,12658.1468,5479520
3292,15618881,1872353.72,473115,156546.81,2503836.96,21072.92292,713792
3293,12991151,1556750.12,420380,130609.51,2083811.16,18409.31932,1556492
3294,11321552,1349901.24,527666,113843.52,1819706.32,15929.44864,865217
3295,10543267,1258654.04,543248,106248.67,1697189.72,14704.11244,3996233
3296,14702769,1757506.28,427807,148006.69,2364226.04,20196.65508,556403
3297,10858350,1303152,535514,109064.5,1742048,15290.022,1119183
3298,16020070,1916499.4,470384,160978.7,2572509.2,22273.4924,4964547
3299,1944768,221185.16,416686,20623.68,320334.88,3912.09376,4801457
3300,5868531,702105.72,411048,59238.31,951128.96,8166.46092,3296150
3301,9944671,1186368.52,446964,100440.71,1597243.36,14542.96572,6919368
3302,7501280,888147.6,419693,75528.8,1205899.8,10717.6896,1678175
3303,14145541,1698108.92,477607,142070.41,2268001.56,19511.11412,3905243
3304,9481275,1135926,556770,95566.75,1531794,13260.283,1417662
3305,5982856,705689.72,523733,61022.56,966370.96,8656.36992,1445572
3306,11918534,1427814.08,471878,120076.34,1921126.44,16636.46488,1485950
3307,14062672,1685721.64,551328,141348.72,2264125.52,19611.72704,4775039
3308,4646252,547153.24,482487,47565.52,753088.32,7395.05264,5328509
3309,3080562,364454.44,435313,31860.62,504901.92,5479.34184,2413402
3310,4881245,575186.4,442192,49762.45,789860.2,7342.2434,1063039
3311,12590101,1506121.12,535909,126359.01,2021647.16,17825.93332,4546335
3312,6809709,807813.08,416772,68662.09,1102344.44,9644.81588,4456065
3313,10870595,1299366.4,488269,109273.95,1743556.2,15155.1854,5573360
3314,7253266,860492.92,467928,73448.66,1168355.56,10653.31112,884733
3315,15046822,1804056.64,447985,151073.22,2419419.52,20306.80504,4586178
3316,1390321,163017.52,516790,14676.21,238437.36,2521.22372,4063118
3317,11821197,1412917.64,452006,119068.97,1905190.52,16247.98004,5016513
3318,4121028,492295.36,474369,42292.28,667637.48,6193.75696,972095
3319,6674761,792521.32,532801,67510.61,1080509.76,10216.68452,4620317
3320,7598009,901781.08,425671,76732.09,1230480.44,10643.37188,3100451
3321,12832940,1533462.8,417322,129053.4,2060962.4,18080.4808,5289375
3322,4804804,571825.48,552798,49218.04,773387.64,7073.34128,3616142
3323,5010821,591640.52,495494,50839.21,812835.36,7690.28372,784883
3324,2338522,280519.64,448294,24466.22,383241.52,3796.84904,2389499
3325,7505920,889849.4,520034,75445.2,1216372.2,10711.8144,5387962
3326,9733422,1156648.64,510572,98342.22,1564380.52,13936.11704,4853286
3327,13662787,1635534.44,490474,137539.87,2192597.92,19103.87884,1732138
3328,965737,110080.44,541005,10656.37,169270.92,2762.77284,2198270
3329,9546393,1133224.16,538278,96144.93,1531653.88,13639.23876,3471110
3330,15474316,1842967.92,540908,155106.16,2480391.56,21803.09712,3906802
3331,16329237,1947514.44,492799,164098.37,2627417.92,22492.59284,6744776
3332,8476142,1011139.04,547740,85139.42,1365383.72,12136.50744,1732405
3333,2876138,345271.56,484766,29454.38,472396.08,4312.50216,3495745
3334,650393,73045.16,422717,6972.93,109814.88,1357.51876,1120490
3335,8847832,1050709.84,432842,89170.32,1421611.12,12127.13824,4907271
3336,10250944,1227698.28,412647,103258.44,1654715.04,14419.24608,3653770
3337,5948815,714290.8,411351,60246.15,963344.4,8288.4358,2910437
3338,9872309,1171346.08,472045,99028.09,1591322.44,13887.44788,1356552
3339,3302389,388725.68,414799,33820.89,542261.24,5689.15348,1864682
3340,6536967,782264.04,448036,65939.67,1050541.72,9868.79644,5018224
3341,13069496,1559814.52,563839,131498.96,2102131.36,17749.73472,220333
3342,266790,28713.8,520357,3220.9,55956.4,787.1628,5953214
3343,13922632,1657127.84,423795,140014.32,2236365.12,19581.87424,4403943
3344,15093874,1806072.88,501759,151340.74,2429694.84,20739.91368,6495702
3345,13794832,1641633.84,446573,139002.32,2221269.12,19468.17824,6463737
3346,11953156,1432076.72,548246,120199.56,1922025.96,16998.16592,5942656
3347,8612230,1030491.6,538852,87059.3,1393073.8,12600.1436,3904221
3348,14373394,1725294.28,544828,144241.94,2310742.04,19755.88008,1430757
3349,13081145,1561159.4,507214,131865.45,2097578.2,17715.1114,5685068
3350,11630699,1391041.88,569212,117368.99,1874038.84,16082.52268,2168266
3351,14762577,1770574.24,561499,148058.77,2370107.32,20617.60164,2722241
3352,16415699,1972835.88,445027,165184.99,2636499.84,22363.72268,2458888
3353,13134282,1568882.84,430598,131666.82,2107992.12,18227.25224,3347499
3354,7723725,915287,475160,78049.25,1251763,11362.317,5889524
3355,2552183,291419.96,568160,26401.83,412624.28,3929.88156,4350705
3356,14816622,1778651.64,446699,148515.22,2383968.52,20287.94104,685897
3357,5128446,618102.52,524723,51661.46,829466.36,7439.54872,4750561
3358,6570960,787330.2,534895,66877.6,1064200.6,9986.6672,6614542
3359,15253598,1830192.76,462632,153642.98,2444791.68,20962.74936,444158
3360,16541554,1973892.48,499036,165715.54,2659323.64,23006.85128,1735405
3361,5367299,635190.88,548366,54393.99,872485.84,8370.83468,1475575
3362,10814020,1294707.4,508681,109332.2,1735522.2,15020.5064,3118985
3363,13815548,1648837.76,565886,138785.48,2226046.68,19602.52336,1627921
3364,10878560,1302163.2,420843,109578.6,1747834.6,14982.6992,1116853
3365,4642638,551593.56,488743,46819.38,752357.08,6995.28216,5459381
3366,12177604,1456188.48,454810,122273.04,1963262.64,17397.43728,740998
3367,3397589,406160.68,511070,34334.89,551685.24,5753.81748,1887989
3368,8139312,971260.44,466343,82410.12,1306578.92,11463.89184,1832816
3369,16111108,1920480.96,458296,161654.08,2589650.28,22592.66256,5061785
3370,4980261,601018.32,522329,50358.61,810203.76,7468.94452,307718
3371,7868842,943321.04,515942,79152.42,1266398.72,11488.87144,5908797
3372,191766,17037.92,429491,2390.66,43668.56,1223.13112,1419629
3373,3651338,429205.56,439302,37302.38,598268.08,5928.76616,1618105
3374,5860438,699742.56,554596,59218.38,942835.08,9185.77816,2232291
3375,15547302,1853096.24,406875,156578.02,2496933.32,21596.43864,2062962
3376,1858802,220235.24,433386,19131.02,311102.32,3810.61864,6713472
3377,12164756,1454907.72,465805,121968.56,1961508.96,16614.47792,5454618
3378,10321225,1237635,543140,103766.25,1666112,14650.017,3893005
3379,10628696,1273421.52,458634,106865.96,1708764.36,14960.87872,5133685
3380,373943,34255.16,433416,4381.43,68274.88,1453.60476,762466
3381,991278,113491.36,502898,10621.78,165816.48,2607.48696,3669612
3382,4083610,480689.2,520725,41832.1,667110.6,6475.3652,5603803
3383,6940248,830033.76,492369,69959.48,1118298.68,10523.12736,6286147
3384,11258119,1348381.28,510948,113131.19,1812448.04,16205.71708,1132838
3385,11001911,1316383.32,551764,110792.11,1774380.76,15632.52252,1416699
3386,15876937,1898802.44,560168,159652.37,2552597.92,22231.55684,6521572
3387,2006250,239285,411402,20889.5,330574,3881.25,319854
3388,6142821,726934.52,547549,62247.21,987035.36,9433.52372,6615626
3389,4253846,509413.52,420783,43237.46,690184.36,6681.07672,5941245
3390,10147104,1204573.48,467297,101985.04,1629390.64,14236.17728,6314745
3391,5942655,708370.6,494914,59960.55,964712.8,8384.3046,485213
3392,4107914,489991.68,401289,41517.14,666050.24,6042.44648,3984226
3393,10859609,1303039.08,460869,109473.09,1742280.44,15388.68388,4794472
3394,11828689,1413444.68,563339,118908.89,1900392.24,17031.86948,1383057
3395,1702275,190490,417505,17855.75,282291,2885.003,5782550
3396,2579915,299295.8,501556,26850.15,426302.4,4895.4878,859356
3397,11620004,1391797.48,475675,116823.04,1864333.64,15983.40528,4604194
3398,241048,27290.76,506265,2861.48,53155.68,787.18336,3706715
3399,3947809,470264.08,436949,40351.09,638290.44,6210.10788,6485166
3400,7013868,836412.16,401493,70834.68,1133771.88,9943.30576,2244424
3401,3706786,440641.32,417753,37927.86,606720.76,5587.95752,4887786
3402,12621182,1510332.84,527764,127247.82,2030621.12,18159.96024,4659466
3403,16042496,1925039.52,469523,161026.96,2574798.36,21778.09472,5964244
3404,5345908,635154.96,431580,53856.08,867748.28,8208.59856,5435366
3405,9310458,1115361.96,507412,93454.58,1504318.28,13524.80456,2592029
3406,16199147,1943189.64,498855,162744.47,2605640.52,22792.87404,5514426
3407,14459251,1732194.12,423565,145238.51,2325514.16,20388.21132,5402362
3408,6058505,730724.6,511943,61371.05,974010.8,8615.2266,4768350
3409,8862768,1061763.16,499599,88973.68,1430722.88,12707.85376,2316538
3410,9736373,1165694.76,427769,98279.73,1570400.68,13488.01236,4574953
3411,4989023,589580.76,473890,51023.23,813141.68,7168.51036,1632621
3412,8595563,1025876.56,460539,86875.63,1379580.08,12708.14316,4301485
3413,12441921,1496309.52,482039,125002.21,2000733.36,17878.33572,3717023
3414,2964231,347534.72,505947,30670.31,489284.96,5338.78492,1612314
3415,1025581,113387.72,493417,10590.81,174224.96,2503.76692,3335896
3416,16397753,1969672.36,498411,164512.53,2632203.48,22877.03396,3323499
3417,766218,89549.16,522768,8850.18,137457.88,1531.40776,6239587
3418,1011281,108776.72,431335,10743.81,166183.96,2517.89092,6810646
3419,167470,8037.4,499554,2558.7,40804.2,1373.0604,6792341
3420,9642105,1155473.6,470547,97292.05,1548727.8,13836.5786,5986153
3421,169147,6469.64,445201,2509.47,36188.52,862.27404,180045
3422,5174273,619893.76,563915,52547.73,838379.68,7490.04036,4634134
3423,12803551,1522793.12,450678,128442.51,2057107.16,17787.68732,3229720
3424,11672257,1393740.84,506401,117297.57,1878376.12,16841.37924,6749534
3425,5428978,651858.36,502326,55271.78,880148.48,8236.25096,3630688
3426,1385214,166171.68,419375,14880.14,236013.24,2439.48248,4262075
3427,7916114,940601.68,512856,79561.14,1272356.24,11123.27048,3936660
3428,15273241,1825054.92,450131,153729.41,2454071.56,20700.67812,6828087
3429,15545038,1857586.56,516439,156473.38,2492395.08,21509.45016,6966779
3430,4461738,526582.56,412730,45697.38,720686.08,6361.49416,6148952
3431,8196461,980976.32,502924,82851.61,1317927.76,12179.32852,1742359
3432,4075674,484148.88,446062,41794.74,661758.84,6012.88968,5816045
3433,878343,93555.16,566489,9167.43,155485.88,1913.41276,5026821
3434,1807451,207694.12,435772,18960.51,293204.16,3607.83532,6654277
3435,13950834,1675369.08,532757,140270.34,2244570.44,19893.10088,518510
3436,16371526,1953845.12,475923,164643.26,2629650.16,22783.41432,3655477
3437,9401000,1121840,479965,95177,1514848,13492.32,3291050
3438,1305694,148173.28,503962,13641.94,223481.04,2233.51608,6261513
3439,15076382,1809029.84,503273,151680.82,2420359.12,20810.82424,2043499
3440,12535111,1496508.32,542087,126021.11,2021002.76,17336.34652,6103538
3441,10023359,1191951.08,401600,100973.59,1615366.44,13752.83388,3024450
3442,10593995,1267759.4,519371,106836.95,1703393.2,15145.0734,2465158
3443,10562465,1259581.8,418868,106503.65,1699852.4,14868.4538,755875
3444,5804912,692970.44,548627,58918.12,932888.92,8892.48384,2792488
3445,8578565,1016564.8,436069,86321.65,1384976.4,11917.7058,3060742
3446,5883449,704264.88,533035,59665.49,952695.84,8394.15268,5577998
3447,8645412,1032873.44,564258,87399.12,1390606.92,11925.94384,4827477
3448,1325852,159798.24,500488,14072.52,224187.32,2272.12464,2982716
3449,3090817,370373.04,455186,31709.17,500808.72,4598.87844,2116078
3450,4056205,486983.6,511259,41729.05,656555.8,5833.1906,173286
3451,6802543,808462.16,421218,68607.43,1104397.88,10121.35676,4755765
3452,3041154,364342.48,483291,30988.54,498820.64,5317.32328,794915
3453,14356322,1726330.64,506544,144136.22,2307130.52,20399.34504,3388739
3454,11450931,1365133.72,463353,115662.31,1842669.96,15733.22892,2305206
3455,15354530,1837118.6,512780,154108.3,2461338.8,20816.9796,598173
3456,3166152,367070.24,478713,32434.52,511742.32,5607.32064,405959
3457,12860318,1543733.16,403289,129494.18,2066423.88,17921.61976,197885
3458,3006812,353697.44,431400,30888.12,488922.92,4733.99184,5828942
3459,7517395,898601.4,477135,76157.95,1211497.2,10494.9614,3536752
3460,8255251,981047.12,479920,83539.51,1333966.16,12189.93132,800733
3461,9384006,1120426.72,449692,94594.06,1511018.96,13688.88792,6146545
3462,5330206,631104.72,564360,54046.06,861430.96,7561.87192,5199735
3463,16706659,2006303.08,438399,167389.59,2686492.44,23392.78988,6585098
3464,8639430,1029591.6,412238,87524.3,1388145.8,12272.0476,2386050
3465,5802160,688261.2,426835,58423.6,939938.6,8334.8512,1569225
3466,1258092,144939.04,514414,13658.92,205489.72,2385.68144,5006960
3467,12213571,1462656.52,568579,122584.71,1968448.36,16582.91372,4777156
3468,2703869,320419.28,429398,27762.69,447744.04,4452.10708,4526048
3469,12959500,1542997,533849,130563,2084692,17955.54,6510864
3470,11165559,1336375.08,482669,112193.59,1800996.44,15778.53788,1032207
3471,16416330,1955322.6,542997,164763.3,2632835.8,22380.5556,1713270
3472,968978,105627.36,486090,10001.78,161400.48,2057.05096,3424049
3473,5339094,638170.28,516515,54307.94,861709.04,7797.60408,1921547
3474,10691468,1280908.16,417478,107228.68,1715862.88,15131.73776,6264803
3475,1788701,218062.12,566922,18647.01,297892.16,3716.08532,5627231
3476,11157909,1328343.08,453740,111972.09,1800617.44,15446.43988,5584060
3477,4858812,583070.44,548713,49304.12,783656.92,7696.63184,1394577
3478,6999931,827846.72,403775,70559.31,1125998.96,9841.90892,4058117
3479,16186065,1942175.8,542625,162240.65,2596047.4,22766.6058,2764196
3480,7639563,915318.56,520464,76870.63,1230804.08,11501.22316,728333
3481,3273792,378040.04,525758,33520.92,533965.72,4910.40544,4049113
3482,5939522,712730.64,414450,60593.22,962260.52,8302.16904,5623623
3483,11038526,1325913.12,432569,111025.26,1772491.16,15035.85432,3640078
3484,6536859,776302.08,424266,65786.59,1060426.44,9579.65388,4707042
3485,13065472,1561007.64,559005,130972.72,2100982.52,18224.42304,4084713
3486,5883432,694308.84,500956,59835.32,951213.12,8264.13024,6058440
3487,12579808,1508414.96,497271,126210.08,2020300.28,17783.34656,253032
3488,12281878,1473386.36,506776,123923.78,1977586.48,17087.07896,2752124
3489,3405182,409766.84,422369,34951.82,552454.12,5011.84024,4552161
3490,14556267,1746039.04,484145,146728.67,2344576.72,20168.27244,815553
3491,5811643,694868.16,498535,58473.43,940025.88,8494.36876,4620552
3492,2747682,324533.84,550125,28350.82,454389.12,4202.94024,4893306
3493,8724390,1049155.8,471674,87729.9,1411524.4,12015.1948,1535220
3494,6218047,743502.64,428655,63049.47,1010456.52,9320.82204,731527
3495,1637516,181010.92,503214,16887.16,274296.56,2879.52112,740216
3496,285716,19998.92,454149,4013.16,52295.56,1088.14512,6970528
3497,9632882,1146912.84,407365,97265.82,1556162.12,13852.40424,2390619
3498,15854237,1900646.44,512423,159422.37,2546634.92,22244.59284,2417069
3499,13916838,1666788.56,536105,140331.38,2237685.08,19809.22616,1521322
3500,13756879,1639093.48,543192,138048.79,2211662.64,19440.08028,3197000
3501,5263759,632117.08,479432,53263.59,854632.44,7740.16188,5399058
