Firm_id,Sales,Sales1,Price,Promotion,Distribution,customer_satisfaction,competition,total_employee,age
936,5706712.541,5706712.54,575,13,721,2,13,4277,17
937,-74411.56015,74411.56,611,0,1686,2,8,6557,4
938,6110368.784,6110368.78,577,20,833,7,14,5755,15
939,2439771.407,2439771.41,757,20,1320,7,20,4801,6
940,-1202260.406,1202260.41,366,10,1565,7,12,2245,9
941,8460643.606,8460643.61,593,17,520,3,16,7881,11
942,5793419.14,5793419.14,367,5,701,1,17,4390,4
943,7381206.733,7381206.73,621,4,509,1,15,6059,14
944,4305526.872,4305526.87,416,20,1126,4,3,5604,11
945,2237894.873,2237894.87,306,7,1208,1,6,3116,14
946,-58443.8625,58443.86,450,12,1544,1,16,3984,10
947,1939224.634,1939224.63,377,4,1450,5,17,6034,5
948,2564177.528,2564177.53,628,6,1083,6,3,2108,19
949,6216382.358,6216382.36,784,4,792,6,19,5776,6
950,521700.7972,521700.8,609,17,1533,5,11,4730,6
951,3589854.875,3589854.88,563,0,1222,6,3,5706,5
952,1954704.507,1954704.51,461,2,1295,7,10,3759,3
953,-2267372.116,2267372.12,799,7,1946,5,15,7719,14
954,3137532.942,3137532.94,624,20,1264,7,6,5258,4
955,7479690.331,7479690.33,597,16,554,5,4,6291,14
956,396523.8538,396523.85,788,13,1490,7,4,3804,14
957,5237082.123,5237082.12,728,18,1062,3,14,6551,13
958,-634787.2344,634787.23,519,2,1508,7,2,2369,17
959,-541089.6331,541089.63,694,18,1512,5,18,2490,6
960,6362503.94,6362503.94,663,11,623,3,14,4792,8
961,1137856.915,1137856.92,322,1,1296,3,8,2379,11
962,2040213.357,2040213.36,587,15,1313,2,18,4096,18
963,-1897118.518,1897118.52,794,12,1752,1,12,4456,6
964,4696653.532,4696653.53,583,14,1097,2,7,6038,15
965,8038493.322,8038493.32,624,20,521,5,9,7071,20
966,-3274497.883,3274497.88,516,17,1845,5,18,3745,3
967,7380005.93,7380005.93,641,4,742,6,11,7440,13
968,4279003.441,4279003.44,586,7,1266,2,9,7501,8
969,7574940.32,7574940.32,422,14,622,7,12,6851,13
970,-491982.5453,491982.55,522,7,1626,7,2,4586,13
971,908491.213,908491.21,380,1,1644,7,14,7466,3
972,-3486126.03,3486126.03,430,12,1955,2,3,5732,17
973,3102920.912,3102920.91,342,16,1276,5,20,5426,10
974,303585.0481,303585.05,606,14,1390,3,20,2132,16
975,-2158331.001,2158331,518,11,1658,5,12,2200,4
976,4464599.382,4464599.38,353,9,763,2,18,2439,6
977,4707163.405,4707163.41,311,4,991,6,20,4938,13
978,4825342.458,4825342.46,447,5,937,3,6,4625,14
979,1361592.069,1361592.07,625,19,1603,4,17,7406,13
980,4933130.227,4933130.23,387,7,1162,5,2,7268,9
981,3088136.397,3088136.4,653,6,1178,6,13,4194,8
982,3917523.097,3917523.1,631,1,1290,4,18,7215,20
983,341281.2275,341281.23,587,18,1485,2,3,3641,19
984,-4058083.239,4058083.24,301,10,1957,1,17,4810,3
985,7253318.737,7253318.74,335,4,513,5,17,5797,16
986,1207491.17,1207491.17,726,7,1352,1,7,3274,3
987,5878167.259,5878167.26,414,14,779,2,15,5017,17
988,6946867.842,6946867.84,424,17,914,7,8,7998,18
989,1383882.209,1383882.21,340,6,1487,4,18,5620,18
990,-4649768.57,4649768.57,485,1,1976,4,2,4206,9
991,4749894.418,4749894.42,776,9,1171,2,9,7074,15
992,-766630.4981,766630.5,457,12,1755,1,6,6509,17
993,5351359.143,5351359.14,739,17,805,3,17,4250,20
994,1581129.555,1581129.56,363,14,1588,5,3,7560,16
995,6320925.82,6320925.82,633,17,637,6,7,4699,16
996,4501904.05,4501904.05,559,1,1063,4,20,5412,11
997,4081497.656,4081497.66,634,10,1170,4,4,5835,16
998,703576.1414,703576.14,301,15,1484,2,13,4314,3
999,442809.1462,442809.15,349,10,1390,3,11,2410,20
1000,-3777143.458,3777143.46,635,14,1972,1,13,5582,16
1001,5103013.467,5103013.47,535,11,869,1,13,4458,4
1002,545783.1843,545783.18,418,11,1579,2,8,5643,10
1003,-4295765.174,4295765.17,782,14,1989,6,10,4969,8
1004,5353485.563,5353485.56,643,5,521,7,15,2430,11
1005,31248.5867,31248.59,442,4,1447,3,14,2620,11
1006,-973355.3946,973355.39,404,4,1697,4,2,5092,7
1007,3012613.942,3012613.94,783,19,1416,5,3,7258,11
1008,200443.2784,200443.28,721,20,1455,3,12,2888,16
1009,4549760.12,4549760.12,496,6,949,3,13,4246,16
1010,7335407.157,7335407.16,516,9,659,2,12,6773,19
1011,-817936.4378,817936.44,772,13,1644,7,2,4270,13
1012,3848358.584,3848358.58,588,18,947,3,4,2861,17
1013,-3507706.447,3507706.45,717,6,1909,6,2,4732,4
1014,2977240.524,2977240.52,725,0,1107,3,16,3239,3
1015,720021.6383,720021.64,395,19,1355,3,20,2317,3
1016,2464211.933,2464211.93,339,8,1408,5,14,6272,11
1017,5573276.382,5573276.38,742,0,654,5,19,3666,15
1018,5900745.833,5900745.83,558,8,964,4,14,6761,18
1019,1828788.949,1828788.95,381,3,1527,7,19,7058,12
1020,-1022793.529,1022793.53,627,13,1733,5,2,5572,14
1021,7360263.612,7360263.61,646,9,708,1,17,7170,20
1022,1538944.574,1538944.57,514,8,1468,2,10,5595,18
1023,306029.7955,306029.8,593,4,1683,1,19,7153,8
1024,-1555873.254,1555873.25,738,0,1734,7,20,4748,20
1025,2138316.419,2138316.42,707,9,1297,7,9,4030,20
1026,6772209.98,6772209.98,548,0,675,3,20,5964,13
1027,-1924753.992,1924753.99,313,18,1925,7,19,7746,20
1028,2043177.204,2043177.2,344,5,1460,1,4,6414,5
1029,4610276.388,4610276.39,332,10,817,6,15,3071,6
1030,6637191.416,6637191.42,675,14,901,2,8,7420,19
1031,-3465805.637,3465805.64,506,19,1906,4,18,4645,15
1032,-679752.6222,679752.62,428,8,1708,2,17,5802,20
1033,651265.4554,651265.46,604,3,1339,5,12,2072,20
1034,-2035872.203,2035872.2,609,1,1656,2,13,2516,9
1035,6216066.85,6216066.85,389,16,831,7,17,5961,19
1036,5437652.799,5437652.8,340,11,1128,7,15,7689,10
1037,4895199.797,4895199.8,768,17,1112,5,2,6501,8
1038,7429596.883,7429596.88,780,18,805,2,8,7948,10
1039,5385422.143,5385422.14,547,19,1065,6,20,6802,12
1040,-2500125.145,2500125.15,796,12,1754,5,17,3364,16
1041,7894743.847,7894743.85,787,19,543,7,5,6917,11
1042,4713885.499,4713885.5,729,13,931,3,3,4297,5
1043,28574.2029,28574.2,454,18,1685,2,11,6539,16
1044,4904848.28,4904848.28,759,1,1039,2,14,5889,6
1045,3812208.662,3812208.66,331,6,869,5,15,2160,6
1046,-1610267.115,1610267.12,522,14,1896,1,20,7825,8
1047,-3340180.362,3340180.36,584,11,1998,6,17,6890,14
1048,7057516.339,7057516.34,592,2,736,4,6,6865,15
1049,-75431.33555,75431.34,607,7,1687,5,10,6452,20
1050,3020629.636,3020629.64,360,9,1406,2,9,7262,6
1051,5884796.91,5884796.91,685,11,1015,4,8,7234,15
1052,-1283225.464,1283225.46,793,19,1811,5,7,6576,3
1053,5137181.605,5137181.61,678,2,922,7,7,5014,8
1054,3275514.525,3275514.53,478,16,1176,1,17,4474,9
1055,7410880.876,7410880.88,675,10,513,1,11,6071,14
1056,2732335.128,2732335.13,395,1,1133,4,20,3092,3
1057,918117.2627,918117.26,339,10,1552,1,14,5865,17
1058,4864284.306,4864284.31,530,18,867,1,6,3936,17
1059,4803780.024,4803780.02,429,17,810,2,11,3330,20
1060,6670636.304,6670636.3,473,10,881,5,13,7307,3
1061,-1092379.696,1092379.7,451,15,1575,1,6,2637,14
1062,-3318062.114,3318062.11,560,5,1938,3,15,5735,7
1063,4262077.752,4262077.75,635,18,1284,1,7,7615,20
