id,default,d_dummy,student,student_dummy,balance,income,gender,edu,avg_late_payment
5331,No,0,No,0,573.699137,49465.75485,1,1,41
5332,No,0,No,0,1410.36924,62395.03815,1,0,42
5333,No,0,No,0,816.7410271,47272.33361,0,0,75
5334,No,0,Yes,1,1220.524914,12195.36195,0,0,31
5335,No,0,No,0,245.4387533,54133.03831,0,0,23
5336,No,0,Yes,1,1083.911282,8584.077577,1,0,70
5337,No,0,No,0,485.3488065,14676.29551,1,0,87
5338,No,0,No,0,677.758794,50309.06472,1,0,34
5339,No,0,No,0,286.6608747,34499.53263,0,1,55
5340,No,0,Yes,1,843.9202067,20754.02417,1,0,5
5341,No,0,No,0,831.8366199,41247.6422,1,0,6
5342,No,0,No,0,1024.326377,33832.48963,1,0,71
5343,No,0,No,0,1277.123098,42472.90827,0,0,35
5344,No,0,Yes,1,1221.943911,19127.35023,1,0,83
5345,No,0,No,0,967.2492817,27663.13407,0,0,72
5346,No,0,Yes,1,1556.904418,19272.23648,1,0,80
5347,No,0,Yes,1,419.729555,24679.73147,1,0,87
5348,No,0,No,0,276.1648843,53625.71409,0,0,28
5349,No,0,Yes,1,1407.497272,14688.3889,0,0,77
5350,No,0,No,0,1041.088023,39515.84302,1,0,62
5351,No,0,No,0,182.3254442,39703.26885,0,0,21
5352,No,0,No,0,162.2184867,41381.27071,1,1,85
5353,No,0,No,0,405.2739806,52571.18413,1,0,59
5354,No,0,No,0,887.1583614,51519.12648,1,0,20
5355,Yes,1,No,0,1844.883839,35508.67542,1,1,15
5356,No,0,No,0,792.9815259,37549.95,1,0,52
5357,No,0,Yes,1,942.1401049,23835.38547,0,1,30
5358,No,0,No,0,938.7858968,14524.35762,0,0,49
5359,No,0,No,0,18.90420269,35590.23258,0,1,18
5360,No,0,Yes,1,599.4709832,18575.40842,0,0,14
5361,No,0,Yes,1,679.809547,19263.12332,1,0,2
5362,No,0,No,0,601.2632926,24400.09625,0,0,0
5363,No,0,No,0,132.0810393,51694.73956,0,0,87
5364,No,0,No,0,743.0329689,25186.4259,1,0,73
5365,No,0,No,0,728.1868975,52515.06755,0,0,17
5366,No,0,No,0,467.2475637,33644.25784,1,0,77
5367,No,0,Yes,1,1104.933348,17377.49815,0,0,43
5368,No,0,Yes,1,310.1981818,14672.9257,0,0,18
5369,No,0,No,0,1575.712705,45957.24472,1,0,59
5370,No,0,Yes,1,1370.248937,13358.2742,1,1,56
5371,No,0,No,0,1593.432803,73554.2335,1,0,28
5372,No,0,No,0,463.0022177,42297.4578,1,0,4
5373,No,0,Yes,1,786.1060239,20954.45157,0,0,51
5374,No,0,Yes,1,731.5118011,26505.34452,1,0,5
5375,No,0,Yes,1,468.2732193,27054.89382,0,0,43
5376,No,0,No,0,219.1457095,37993.04368,0,0,13
5377,No,0,Yes,1,846.95907,20659.85327,1,0,82
5378,No,0,No,0,702.1592628,57468.40444,1,0,34
5379,No,0,Yes,1,1381.644434,11059.56807,1,0,0
5380,No,0,No,0,1455.505837,33455.04969,1,0,60
5381,No,0,No,0,1357.909718,43377.11218,0,0,53
5382,No,0,No,0,1032.627079,23349.83013,0,0,33
5383,No,0,No,0,798.8596367,48336.12931,0,0,82
5384,No,0,Yes,1,117.9030818,14649.85806,1,1,35
5385,No,0,No,0,234.743604,27499.95362,1,1,84
5386,No,0,No,0,890.2668722,36631.49842,1,0,36
5387,No,0,Yes,1,518.4788393,18635.50971,0,0,20
5388,No,0,No,0,1124.49596,31739.56375,1,1,11
5389,No,0,No,0,1468.788055,38521.8702,0,0,26
5390,No,0,No,0,938.1061788,13405.21094,1,0,22
5391,No,0,No,0,722.0291625,26984.25629,0,1,4
5392,No,0,No,0,610.641708,42899.84813,0,1,79
5393,No,0,No,0,407.7713007,18555.32354,0,1,70
5394,No,0,No,0,1057.228817,58133.52784,0,0,21
5395,No,0,No,0,1262.404516,57158.75502,1,1,13
5396,No,0,Yes,1,1082.674545,22417.55615,1,1,54
5397,Yes,1,No,0,1969.942924,29415.75329,0,0,70
5398,No,0,No,0,760.0996428,45921.34313,1,0,11
5399,No,0,No,0,929.3962543,23133.65981,1,0,57
5400,No,0,No,0,1177.249598,35419.61031,0,1,78
5401,No,0,No,0,309.2706808,42226.65131,1,1,81
5402,No,0,No,0,981.9439338,38483.53189,0,0,23
5403,No,0,No,0,200.162804,24280.13016,0,0,68
5404,No,0,No,0,1630.48301,54323.42289,0,1,37
5405,No,0,No,0,947.2354163,28310.49378,1,0,69
5406,No,0,No,0,537.3963542,40828.14012,0,0,24
5407,No,0,Yes,1,1292.568784,14859.24008,1,1,9
5408,No,0,No,0,356.8276454,39444.82535,0,1,84
5409,No,0,No,0,500.155117,34437.70689,0,0,23
5410,No,0,No,0,1345.70698,40802.88652,1,1,25
5411,No,0,Yes,1,1091.139756,19990.83533,0,1,77
5412,No,0,No,0,1025.527625,22741.3913,0,0,85
5413,No,0,No,0,403.2400249,42993.43641,1,0,23
5414,No,0,No,0,699.3426727,36957.68057,0,0,50
5415,No,0,No,0,1445.805164,15666.05743,1,1,87
5416,No,0,Yes,1,963.8992578,16561.25564,0,1,66
5417,No,0,No,0,542.7656016,52625.41571,0,0,87
5418,No,0,No,0,766.9290949,25376.10376,1,0,26
5419,No,0,No,0,808.4291276,29212.90473,0,1,43
5420,No,0,No,0,736.5367299,46416.18292,0,0,81
5421,No,0,No,0,1076.139823,31845.95153,0,1,53
5422,No,0,Yes,1,731.3148595,11510.15147,1,0,0
5423,No,0,No,0,236.0037059,38202.51384,0,1,14
5424,No,0,No,0,1382.454952,40394.3086,0,1,83
5425,No,0,Yes,1,915.5715469,22586.33828,0,1,1
5426,No,0,No,0,176.5969458,48957.75638,1,0,6
5427,No,0,Yes,1,639.9996263,19900.0064,0,0,51
5428,No,0,Yes,1,950.6780086,20435.81781,1,1,34
5429,No,0,No,0,1320.711115,29105.44244,0,1,58
5430,No,0,Yes,1,1203.029399,15952.45202,0,0,7
5431,No,0,No,0,1335.935254,19482.20628,0,0,63
5432,Yes,1,Yes,1,1647.282248,16154.46228,1,1,66
5433,No,0,Yes,1,1434.386464,15761.69962,1,0,59
5434,No,0,No,0,307.4762385,36120.96859,0,0,80
5435,No,0,Yes,1,1277.8949,20649.92999,0,1,45
5436,No,0,No,0,998.3930699,46051.92286,0,0,63
5437,No,0,No,0,561.343259,44403.99429,1,0,63
5438,No,0,Yes,1,1577.083581,15230.8206,1,0,61
5439,No,0,Yes,1,412.0714443,12588.97113,1,0,24
5440,Yes,1,Yes,1,1758.406571,14272.27378,1,0,1
5441,No,0,Yes,1,251.4681938,19373.88802,1,0,71
5442,No,0,No,0,1353.131735,40164.04859,1,1,32
5443,No,0,No,0,10.19445669,32641.93256,0,1,79
5444,No,0,No,0,933.5547342,33633.14869,0,1,71
5445,No,0,Yes,1,1692.752538,23743.84195,1,1,8
5446,No,0,No,0,663.2504792,36276.86395,1,0,22
5447,No,0,No,0,51.53040142,36851.91287,1,0,61
5448,No,0,No,0,797.7426471,53398.92859,1,0,3
5449,No,0,No,0,0,50243.93117,1,0,90
5450,No,0,No,0,1217.072762,62764.09766,1,1,35
5451,No,0,No,0,0,44980.29304,1,1,38
5452,No,0,No,0,741.844666,45808.54028,0,1,46
5453,No,0,No,0,455.1844905,43513.35063,0,0,47
5454,No,0,Yes,1,1788.140822,26228.71044,0,0,35
5455,No,0,No,0,1253.773412,28153.01406,0,1,26
5456,No,0,No,0,918.0933737,44112.81017,1,0,59
5457,No,0,No,0,0,30241.94858,0,0,73
5458,No,0,Yes,1,699.1734013,17572.83106,1,0,5
5459,No,0,No,0,171.996377,33505.49343,0,0,86
5460,No,0,No,0,1326.348854,46587.08029,1,0,61
5461,No,0,No,0,1275.495303,40026.28595,0,0,11
5462,Yes,1,Yes,1,2247.421889,17926.72301,1,0,42
5463,No,0,No,0,993.7721191,52645.66309,1,0,11
5464,No,0,No,0,997.3795041,34824.84806,0,1,41
5465,No,0,Yes,1,652.3726691,12139.05712,0,0,67
5466,No,0,No,0,1124.886189,41989.0342,0,0,87
5467,No,0,No,0,1608.818447,36721.10348,0,0,21
5468,No,0,Yes,1,776.606473,4755.25219,1,0,86
5469,No,0,No,0,845.0207249,33895.23785,0,1,83
5470,No,0,No,0,570.0546987,42157.80771,1,1,24
5471,No,0,No,0,186.4381344,13325.12133,0,0,35
5472,No,0,No,0,0,48672.95601,0,1,41
5473,No,0,No,0,1429.488716,31995.488,0,0,7
5474,No,0,No,0,295.0566741,39479.75168,0,0,20
5475,No,0,No,0,896.5812766,54840.05787,1,0,64
5476,No,0,Yes,1,1562.532324,13754.33407,1,0,42
5477,No,0,No,0,889.3087417,33036.24479,1,0,34
5478,No,0,Yes,1,1805.682955,20727.64022,1,0,61
5479,No,0,No,0,1334.105928,43704.43086,1,0,8
5480,No,0,No,0,527.9402237,56820.82074,0,0,38
5481,No,0,No,0,1282.076946,52753.07657,0,1,70
5482,No,0,No,0,932.8287296,48165.18024,0,0,20
5483,No,0,Yes,1,1850.888247,21575.76333,1,0,77
5484,No,0,No,0,455.1907842,36488.15785,1,0,9
5485,No,0,No,0,748.2866448,45626.99455,1,0,58
5486,No,0,No,0,874.4787423,33485.52051,0,0,55
5487,No,0,Yes,1,538.7065362,16350.36018,1,0,3
5488,No,0,No,0,841.8517272,48615.01457,0,1,24
5489,No,0,No,0,1814.168195,28322.83919,1,0,67
5490,No,0,Yes,1,365.7044087,15953.97561,1,0,29
5491,No,0,No,0,401.1807575,39686.67595,0,0,51
5492,No,0,No,0,2096.136391,49992.52981,0,0,8
5493,No,0,No,0,1429.878559,33452.58756,0,0,60
5494,No,0,Yes,1,1737.347715,19202.71019,0,1,78
5495,No,0,No,0,1043.390338,45309.94897,1,1,23
5496,No,0,Yes,1,1155.456548,22194.47788,1,0,80
5497,No,0,Yes,1,931.649113,19179.44679,1,0,23
5498,No,0,No,0,146.7554609,49925.06939,1,0,4
5499,No,0,No,0,1406.947652,27667.83603,0,1,9
5500,No,0,Yes,1,705.8968256,18447.87609,0,1,81
5501,No,0,No,0,641.8039407,32628.64126,1,0,33
5502,No,0,No,0,379.6035635,42862.48889,1,0,5
5503,No,0,No,0,706.2267919,33920.45697,0,0,46
5504,No,0,No,0,577.1319969,43616.09623,0,0,40
5505,No,0,No,0,90.99981606,52387.59199,0,0,36
5506,No,0,No,0,549.3990418,48424.40438,0,0,27
5507,Yes,1,Yes,1,1102.434982,17391.77965,0,0,30
5508,No,0,Yes,1,1228.338796,18129.69406,0,0,12
5509,No,0,Yes,1,974.0143849,20108.10358,0,0,77
5510,No,0,No,0,263.6560618,50782.8322,0,0,8
5511,No,0,No,0,847.0691474,35581.29012,0,0,79
5512,No,0,No,0,835.1918091,39977.13147,0,0,2
5513,No,0,No,0,757.9077112,37088.83957,1,0,33
5514,No,0,Yes,1,1013.665766,13821.09008,0,0,78
5515,No,0,Yes,1,643.5770009,28765.91053,1,0,79
5516,No,0,Yes,1,757.2727635,18876.08916,0,1,41
5517,No,0,No,0,1248.278943,41100.62617,1,0,64
5518,No,0,No,0,699.2858502,41475.9821,1,1,89
5519,No,0,No,0,866.4026312,18586.72717,0,0,42
5520,No,0,No,0,697.6663826,35402.26796,1,0,47
5521,No,0,No,0,899.0968928,39630.63879,1,0,29
5522,No,0,No,0,674.2046296,46481.95268,0,0,14
5523,No,0,No,0,902.9239586,33778.40323,0,0,4
5524,No,0,No,0,1591.755806,46259.65998,1,0,90
5525,No,0,No,0,484.2173586,30178.57524,1,0,51
5526,No,0,No,0,751.6872866,51327.31727,1,0,74
5527,No,0,No,0,604.1949471,38292.7691,0,0,54
5528,No,0,No,0,640.6334699,46075.41506,1,0,77
5529,No,0,Yes,1,782.4451651,23447.21338,0,1,49
5530,No,0,No,0,1026.955197,40307.01102,0,1,76
5531,No,0,Yes,1,862.9022538,16157.86653,1,0,21
5532,No,0,Yes,1,780.5121258,14813.34158,0,0,14
5533,No,0,No,0,878.0093852,15262.93511,0,0,64
5534,No,0,No,0,481.8620283,32928.239,1,0,18
5535,No,0,Yes,1,1579.990032,13274.7315,0,0,27
5536,No,0,No,0,1.674025903,23001.66708,0,1,82
5537,No,0,No,0,514.8490253,37656.84787,1,1,36
5538,No,0,No,0,2087.678741,44997.36435,1,1,66
5539,No,0,Yes,1,973.5147102,20770.48403,0,1,86
5540,No,0,No,0,528.8724969,45235.49719,1,0,33
5541,No,0,No,0,1131.412434,37663.22687,1,0,18
5542,No,0,No,0,955.3433705,40368.59789,0,1,71
5543,No,0,No,0,759.0322605,45774.38354,0,1,23
5544,No,0,No,0,1023.852414,31492.99837,0,1,10
5545,No,0,No,0,1096.077756,30374.83472,1,0,7
5546,No,0,No,0,829.3296907,48734.16617,1,1,37
5547,No,0,No,0,792.3568717,39911.42723,0,0,53
5548,No,0,No,0,882.2645345,18379.51486,1,0,66
5549,No,0,Yes,1,733.8470899,16400.12834,0,1,48
5550,No,0,No,0,553.5194362,45385.31133,0,0,49
5551,No,0,Yes,1,822.9595949,8918.702539,1,1,61
5552,No,0,No,0,493.9599904,34621.75764,0,0,67
5553,No,0,No,0,88.25405671,43927.31589,0,0,90
5554,No,0,No,0,0,45077.57458,0,0,50
5555,No,0,No,0,611.8257349,21716.53436,1,0,16
5556,No,0,Yes,1,1096.692136,20856.58764,0,1,37
5557,No,0,No,0,191.6110706,35119.58138,1,0,33
5558,No,0,No,0,447.9581612,54044.82311,0,1,45
5559,No,0,No,0,1149.689188,39974.56302,1,1,18
5560,No,0,Yes,1,463.3000047,16416.61273,1,1,81
5561,No,0,No,0,1347.635595,58953.09267,0,0,62
5562,No,0,Yes,1,0,16979.89307,1,0,13
5563,No,0,No,0,643.0108474,27735.15824,1,0,36
5564,No,0,Yes,1,365.2229558,15375.15172,0,0,80
5565,No,0,No,0,289.6815694,45991.04432,0,1,77
5566,No,0,No,0,578.2906566,48044.38449,1,1,18
5567,No,0,No,0,1186.932729,51742.57644,1,0,24
5568,No,0,No,0,426.0072838,50874.56518,0,0,19
5569,No,0,No,0,1115.738777,48125.64676,0,0,17
5570,No,0,Yes,1,932.6958142,18743.31374,1,0,32
5571,No,0,Yes,1,1048.487596,22935.59545,1,0,88
5572,No,0,No,0,768.372947,44405.30875,0,0,53
5573,No,0,No,0,785.4947084,50683.15418,1,0,57
5574,No,0,Yes,1,865.2058661,22081.58164,1,0,56
5575,Yes,1,No,0,1801.801183,24152.26483,0,0,46
5576,No,0,No,0,950.3412748,64396.16534,0,0,68
5577,No,0,No,0,787.0429349,46266.94145,1,1,66
5578,No,0,No,0,982.8399888,32419.66505,1,1,53
5579,No,0,No,0,1175.389577,35339.55667,1,0,53
5580,No,0,Yes,1,887.2848722,13132.90135,0,0,80
5581,No,0,No,0,801.9944369,46439.00355,0,1,80
5582,No,0,No,0,1096.246733,42685.10729,1,0,40
5583,No,0,No,0,628.8553316,40490.42605,1,1,49
5584,No,0,Yes,1,567.7225809,14892.32445,1,0,82
5585,No,0,Yes,1,843.0087866,22037.47041,1,0,22
5586,No,0,Yes,1,1217.309875,10520.04307,0,0,75
5587,No,0,No,0,0,10593.92125,0,1,55
5588,No,0,No,0,1186.777951,38581.92786,0,1,33
5589,No,0,No,0,439.0438931,40148.10805,0,0,49
5590,No,0,Yes,1,778.9993533,10489.57353,0,0,11
5591,No,0,Yes,1,742.5493235,24505.01935,0,0,7
5592,No,0,Yes,1,763.3376238,15849.86396,1,0,28
5593,No,0,No,0,408.11603,39388.31756,0,1,11
5594,No,0,No,0,1071.258354,36869.05258,1,1,47
5595,No,0,No,0,1373.575601,22182.41659,0,1,7
5596,No,0,No,0,52.91808918,30506.35885,1,0,62
5597,No,0,Yes,1,1140.454363,18991.88604,1,0,7
5598,No,0,No,0,1162.299227,47513.12477,0,0,8
5599,No,0,Yes,1,1528.49437,22664.34935,0,0,28
5600,No,0,No,0,991.9611672,49910.09688,1,0,78
5601,No,0,No,0,592.4323214,32283.26412,1,0,73
5602,No,0,No,0,848.3276082,30472.71793,1,0,76
5603,No,0,No,0,309.5179821,35293.19357,0,0,41
5604,No,0,Yes,1,425.8446454,15324.758,0,0,57
5605,No,0,Yes,1,1268.486114,19862.04442,1,0,41
5606,No,0,Yes,1,898.6319508,15293.87405,0,0,20
5607,No,0,No,0,274.9569465,24102.39151,0,0,78
5608,No,0,No,0,399.443128,45360.93225,1,0,6
5609,No,0,Yes,1,850.3864062,6389.070569,0,0,4
5610,No,0,No,0,92.90008897,43955.88137,0,0,15
5611,No,0,No,0,854.0233346,32107.30834,0,0,51
5612,No,0,No,0,0,29721.34187,1,0,16
5613,No,0,No,0,1094.812833,32936.05866,1,0,80
5614,No,0,No,0,680.1644594,25391.63308,1,1,86
5615,No,0,No,0,1231.351894,29867.87647,1,0,20
5616,No,0,No,0,0,38228.26017,0,0,58
5617,No,0,No,0,830.0460942,51847.12293,1,1,81
5618,No,0,No,0,1267.001444,32752.19374,0,0,5
5619,No,0,No,0,1623.690272,36747.90398,0,0,63
5620,No,0,No,0,302.7190177,45260.39773,1,0,32
5621,No,0,No,0,439.9619588,28215.47884,0,0,17
5622,No,0,Yes,1,1016.825478,18703.55523,0,1,15
5623,No,0,No,0,1421.204764,47423.79177,0,1,65
5624,No,0,No,0,479.6771518,40995.03621,0,0,5
5625,No,0,Yes,1,925.8969167,12384.20423,0,0,86
5626,No,0,Yes,1,1192.702159,21597.75167,1,1,12
5627,No,0,No,0,1649.91703,36091.38475,0,1,12
5628,No,0,No,0,808.9991026,26379.8867,0,1,2
5629,No,0,No,0,752.0562947,49741.43152,0,1,2
5630,No,0,No,0,727.1907763,27282.19836,1,0,74
5631,No,0,No,0,845.60731,31633.08725,1,0,83
5632,No,0,No,0,445.6618979,46816.10511,0,1,83
5633,No,0,No,0,1459.044966,49753.80492,0,0,33
5634,No,0,Yes,1,988.6416096,22085.45082,1,0,27
5635,No,0,No,0,796.9912085,25159.55486,1,0,47
5636,No,0,No,0,903.4591316,33640.09968,0,0,61
5637,No,0,No,0,1163.083904,45488.75056,1,1,17
5638,No,0,No,0,1217.210527,33865.05058,0,0,33
5639,No,0,Yes,1,740.2286772,23469.3875,1,1,8
5640,No,0,No,0,1259.450524,28881.72525,1,0,55
5641,No,0,No,0,501.391686,42856.19,0,0,71
5642,No,0,No,0,808.6118886,48650.43388,0,0,53
5643,No,0,No,0,413.8882716,53142.0239,0,0,14
5644,No,0,Yes,1,666.4982302,11951.89879,0,0,38
5645,No,0,Yes,1,412.1607883,17679.52177,0,0,64
5646,No,0,Yes,1,372.6524955,22308.04128,1,0,76
5647,No,0,No,0,1235.076654,48687.55716,1,0,37
5648,No,0,No,0,853.2462216,41581.19534,0,0,71
5649,No,0,No,0,1911.668517,52802.08882,0,0,59
5650,No,0,No,0,357.9694607,57012.55088,1,1,18
5651,No,0,Yes,1,698.1579817,19582.81616,0,1,67
5652,No,0,No,0,918.4610912,32468.45074,0,1,35
5653,Yes,1,No,0,1741.914915,35067.42512,1,0,34
5654,No,0,No,0,577.4934767,39015.41684,0,0,21
5655,No,0,Yes,1,1415.681994,21856.32093,1,0,53
5656,No,0,Yes,1,1524.486833,15845.87125,1,0,17
5657,No,0,Yes,1,1171.441401,19213.38573,0,1,24
5658,No,0,Yes,1,396.8014841,26061.76425,1,0,10
5659,No,0,No,0,1236.158124,19682.7109,1,0,32
5660,No,0,No,0,1053.405495,52921.85379,1,0,40
5661,No,0,No,0,1207.040625,42171.98897,1,0,34
5662,No,0,No,0,528.9619452,27065.70528,0,1,55
5663,No,0,No,0,662.703255,48652.16994,1,0,31
5664,No,0,No,0,517.2285076,40248.58607,1,0,61
5665,No,0,No,0,938.8460043,40914.22823,0,0,18
5666,Yes,1,No,0,1823.636559,44260.15637,1,0,59
5667,No,0,No,0,638.7219872,48085.70791,0,0,5
5668,No,0,No,0,929.0226144,23889.68006,0,1,5
5669,No,0,Yes,1,282.2487063,19809.09867,0,1,89
5670,No,0,Yes,1,1429.609328,14827.89454,0,1,35
5671,No,0,Yes,1,672.3581632,24495.03762,1,0,74
5672,No,0,No,0,752.4667639,39896.10937,0,1,14
5673,No,0,No,0,471.346127,30337.14118,0,0,36
5674,No,0,No,0,270.5857589,44958.63127,1,1,48
5675,Yes,1,No,0,2075.327892,43817.49942,0,1,80
5676,No,0,No,0,96.80389905,31371.72608,0,1,49
5677,No,0,Yes,1,568.294951,13286.3505,0,1,49
5678,No,0,Yes,1,990.8805619,21164.66399,0,1,66
5679,No,0,No,0,284.5609721,45542.1738,1,0,49
5680,No,0,No,0,983.8373408,28980.10202,1,1,14
5681,No,0,No,0,924.4373405,40987.48615,1,0,89
5682,No,0,No,0,857.1531969,31252.65135,0,1,62
5683,No,0,No,0,195.0223352,44222.97874,1,0,62
5684,No,0,No,0,1046.008996,45573.38377,0,1,88
5685,No,0,Yes,1,933.3504051,15557.63256,1,0,44
5686,No,0,No,0,0,43646.91172,1,0,54
5687,No,0,No,0,691.8920905,32512.19539,0,0,44
5688,No,0,Yes,1,1097.969621,16275.68364,1,0,24
5689,No,0,No,0,0,45374.99718,0,0,8
5690,No,0,Yes,1,402.909163,22752.32695,0,0,43
5691,No,0,No,0,1230.903161,44303.198,1,0,29
5692,No,0,No,0,959.4820389,31357.44633,0,1,51
5693,No,0,No,0,630.2291255,46713.63044,0,1,44
5694,No,0,Yes,1,1353.49303,16727.66372,1,0,59
5695,No,0,Yes,1,603.57519,15477.35388,1,0,81
5696,No,0,No,0,830.2500906,35377.85706,0,0,22
5697,No,0,No,0,858.1799645,30892.7358,1,1,27
5698,No,0,No,0,380.1735083,37395.71893,0,0,74
5699,No,0,Yes,1,1005.811733,12112.65742,0,1,50
5700,No,0,No,0,1027.825307,33089.46729,1,0,61
5701,No,0,No,0,456.003327,29898.00506,0,0,53
5702,No,0,No,0,1043.09783,30516.2627,1,0,20
5703,No,0,No,0,586.9688854,50317.65289,0,0,19
5704,No,0,No,0,271.9422082,27790.06928,0,0,71
5705,No,0,No,0,419.7290517,37444.53606,0,0,0
5706,No,0,Yes,1,597.1123802,12660.81457,0,0,87
5707,No,0,No,0,342.9573696,43688.53486,1,0,67
5708,No,0,No,0,728.2789548,30028.18011,1,1,26
5709,No,0,Yes,1,513.8367632,9879.115221,0,1,66
5710,No,0,No,0,795.9586091,22570.4834,0,1,53
5711,No,0,No,0,1.976691657,51672.36067,1,1,23
5712,No,0,No,0,1355.64122,36671.65987,0,0,4
5713,No,0,Yes,1,319.2626761,24881.38566,1,1,39
5714,No,0,No,0,1719.169241,57866.05876,0,0,51
5715,No,0,Yes,1,1191.085574,20895.40819,0,0,10
5716,No,0,No,0,984.4391631,25294.86799,1,0,54
5717,No,0,No,0,947.7959041,45284.20595,1,1,9
5718,No,0,No,0,949.0387135,47760.40017,0,0,16
5719,No,0,Yes,1,219.7286195,18401.98242,1,0,15
5720,No,0,No,0,1465.743931,25521.26989,0,1,57
5721,No,0,Yes,1,645.3388269,20122.20229,1,0,7
5722,No,0,Yes,1,856.5644805,23199.97702,1,1,13
5723,No,0,Yes,1,912.8325373,19467.97931,1,1,49
5724,No,0,Yes,1,774.3476913,15147.40509,0,1,45
5725,No,0,Yes,1,1376.340022,17101.42779,0,0,46
5726,No,0,No,0,699.6803861,50267.84987,0,0,38
5727,No,0,Yes,1,903.4586502,17254.9607,1,0,16
5728,No,0,Yes,1,1150.547186,23705.95342,1,0,79
5729,No,0,No,0,751.338737,42736.4281,0,0,63
5730,No,0,No,0,556.077321,25371.21377,1,1,44
5731,No,0,No,0,751.3922405,29875.04689,0,0,52
5732,No,0,No,0,425.9869196,39772.75241,1,0,17
5733,No,0,No,0,297.6808143,26586.53383,1,0,37
5734,No,0,No,0,507.2462937,46106.23331,0,1,83
5735,No,0,No,0,865.6970038,33541.04638,1,0,78
5736,No,0,Yes,1,1265.527377,14672.25618,0,0,70
5737,No,0,No,0,564.4113065,39643.53629,1,1,40
5738,No,0,No,0,621.0412193,50804.67531,0,1,73
5739,No,0,No,0,1205.59069,25920.86062,0,1,64
5740,No,0,No,0,1943.9323,24193.60895,0,0,64
5741,No,0,No,0,415.2887519,35790.13089,1,0,69
5742,No,0,Yes,1,1169.420444,19879.24817,0,1,20
5743,No,0,No,0,685.636884,49260.62537,0,1,50
5744,No,0,No,0,781.9190194,54925.50779,1,1,74
5745,No,0,No,0,651.3743295,44648.69641,0,1,25
5746,No,0,No,0,490.2510328,49222.49138,1,0,43
5747,No,0,No,0,976.2895424,35909.43829,0,0,35
5748,No,0,No,0,1476.838123,41154.88175,1,0,68
5749,No,0,No,0,752.9482339,62329.12133,1,0,66
5750,No,0,No,0,511.605907,29914.17626,1,0,63
5751,No,0,Yes,1,1384.372132,21059.60487,1,0,9
5752,No,0,Yes,1,1031.670446,22440.62198,1,1,15
5753,No,0,Yes,1,1491.507493,23636.16481,0,0,19
5754,No,0,No,0,672.2363541,46336.05827,0,0,4
5755,No,0,Yes,1,644.413564,23319.64913,1,0,29
5756,No,0,No,0,539.5934291,9950.229447,0,1,87
5757,No,0,Yes,1,0,17648.35555,1,0,1
5758,No,0,No,0,919.8126372,44316.35833,1,0,77
5759,No,0,No,0,1249.872794,50418.04452,0,0,0
5760,No,0,No,0,539.8053161,35924.61001,0,1,76
5761,No,0,No,0,1162.11326,49255.14433,1,1,70
5762,No,0,No,0,944.4502979,47463.33358,1,0,88
5763,No,0,No,0,0,29675.04039,1,0,33
5764,No,0,Yes,1,1440.528795,20882.01732,1,1,79
5765,No,0,Yes,1,1558.471919,17470.4767,0,1,68
5766,No,0,No,0,854.1406227,52239.80024,0,0,59
5767,No,0,No,0,468.5494575,53273.91902,0,0,10
5768,No,0,No,0,902.4974099,56947.86374,1,1,7
5769,No,0,No,0,897.2856085,66547.91535,1,0,46
5770,No,0,Yes,1,422.1894101,14366.56905,0,0,57
5771,No,0,No,0,194.5759668,44543.781,1,0,21
5772,No,0,Yes,1,487.5114038,17713.58867,1,0,62
5773,No,0,No,0,1558.860467,42112.3133,0,0,27
5774,No,0,No,0,630.0289508,43547.54217,1,0,44
5775,No,0,No,0,1056.65463,30711.86121,1,0,75
5776,No,0,No,0,1712.470037,40395.34637,0,0,83
5777,No,0,No,0,25.60294273,35464.24798,0,0,54
5778,No,0,No,0,1384.850571,40131.49389,1,0,24
5779,No,0,No,0,961.365709,42619.07773,1,0,46
5780,No,0,No,0,229.214974,68145.13373,1,0,57
5781,No,0,No,0,778.791565,53219.52735,1,0,20
5782,No,0,No,0,653.4362222,41440.92856,1,1,49
5783,Yes,1,No,0,961.4888501,27717.615,0,0,81
5784,No,0,No,0,1084.457564,33080.96538,1,0,3
5785,No,0,Yes,1,869.6677558,20285.25178,1,0,35
5786,No,0,No,0,818.334937,27390.83691,1,0,28
5787,No,0,No,0,416.8611818,39672.5173,0,1,35
5788,No,0,No,0,250.8352449,58139.02159,0,0,82
5789,No,0,No,0,0,48411.0769,1,0,81
5790,No,0,Yes,1,481.5883754,19623.46054,0,0,5
5791,No,0,Yes,1,1506.911513,23375.64593,0,1,38
5792,No,0,No,0,1100.008931,34358.07468,1,0,6
5793,No,0,No,0,220.6667528,64467.7334,0,1,90
5794,No,0,Yes,1,789.2835878,20370.17371,0,0,58
5795,No,0,No,0,41.35917584,47351.83354,1,0,44
5796,No,0,No,0,382.9626972,43645.94779,0,0,13
5797,No,0,No,0,567.9170514,28875.52181,1,0,22
5798,No,0,No,0,244.5090864,33751.24507,1,1,12
5799,No,0,Yes,1,815.341565,26064.36562,1,0,78
5800,No,0,No,0,529.0726813,43914.67143,0,0,69
5801,No,0,No,0,736.4185577,48660.15108,1,0,26
5802,No,0,Yes,1,0,17744.92997,1,0,6
5803,No,0,Yes,1,1260.341165,11696.67776,0,1,47
5804,No,0,Yes,1,708.213553,12092.31447,1,1,63
